Series Name,Series Code,Country Name,Country Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Trade (% of GDP),NE.TRD.GNFS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.3357185450209,100.865855188857,101.076759405526,107.973146280234,112.429364602262,86.1148570667578,79.2295601199241,78.5477450545048,71.8424518815414,70.5604791440404,72.2333302273367,69.8642663925336,73.9845018432309,80.0513676022426,73.0706339919371,70.1397385835334,61.0301379818566,56.9750470853147,54.5423279613666,57.2742357441995,64.642975973633,69.4355736620453,75.9616759606704,77.5550481598824,75.778866962639,71.6820743427575,76.0779674593548,87.202376539837,92.473107021212,96.1141541288708,69.4888075396076,79.6698888228399,101.006492374141
Trade (% of GDP),NE.TRD.GNFS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171.362098138748,175.344129554656,168.781911013858,163.267359946327,164.559014267185,145.072879516204,140.391108618306,133.230771421249,132.794291274023,132.430929795173,145.050280144237,141.042626734626,139.972309491093,139.110149824701,137.556575933708,135.464654677581,154.437786862887,156.645197205944,161.891280319633,162.88205210123,145.833663297637,142.239763387132,143.804295515015,145.213552350892,145.343572735289,124.162374448683,139.900087154107,160.45925723056
Trade (% of GDP),NE.TRD.GNFS.ZS,Australia,AUS,25.1324769169008,26.3228521255094,28.9705985544874,26.8632720641167,28.631123769529,28.1777684707495,29.6241715859235,32.2987549401242,31.6038540805209,30.3252074128411,29.1755538191878,28.5409432531846,32.4894371430391,33.0095412604891,32.51162027288,32.5659637923173,32.0654402280904,32.1533500537442,32.1900409562724,33.0452594200878,35.4001724366925,36.4592776424045,37.7040452075846,38.2330533547335,37.9808322779409,39.9927024641912,39.0297954188357,40.9352109785505,44.2187044989977,41.4490922022193,40.2015669125448,37.0096135930442,39.1607469727979,41.5594471705758,42.0080200326348,42.8467764017331,45.7408630288694,40.5106330129004,41.8373511173643,43.1490246873109,41.2501910637454,42.4430282022511,41.5942804140742,40.7946418668351,41.9422091216328,43.3470784937935,45.7489633556611,44.1430455941203,39.7023602363157,45.1367444404109
Trade (% of GDP),NE.TRD.GNFS.ZS,Austria,AUT,54.4568197404044,59.5677321118563,56.5991343539106,59.9162824894445,60.2775963946407,59.6679872436748,63.3172195649945,66.8250056155535,68.3965493602774,64.1171137058053,62.4721845225182,66.5750061022185,70.0831623102221,64.0145976599605,62.8537226292472,66.5625495918394,70.538359093152,71.4883694717106,70.0484055944094,67.6301676560879,63.2650507794238,65.9870933970696,68.25660110272,70.0836711206827,74.8676902155828,76.9271493915785,78.2601403439716,85.3604956179232,87.5366647639352,86.9481679996606,86.3873824162825,90.7923456929297,94.0338056833054,98.0883112053436,100.733254061926,102.073682731706,87.0622309742796,99.0197962369563,105.102788629725,105.152177427838,104.066414086373,103.503535251069,102.42731538918,100.982078278741,104.938844932748,107.923639505579,107.892514611522,99.7082951791188,110.984958052906,123.685438704967
Trade (% of GDP),NE.TRD.GNFS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.0832196452933,86.8637724550898,140.799983402834,133.490445859873,55.3493194555644,85.8937107507733,80.8497401741931,82.0789665326283,77.2278091030634,69.8259648751026,78.5485682796041,78.8151854917601,92.8181443298969,107.551948506262,121.507115894117,115.841884607706,105.262399846369,96.6418081486575,89.2428968637573,74.7440416836369,74.9859884610856,80.5080450059522,78.263069540422,74.6758447629851,69.4832251953347,72.6015079073189,90.0773187345677,90.4023156823216,91.6725765369825,85.8181454084561,72.0178676487811,76.286865687015,86.9822732541779
Trade (% of GDP),NE.TRD.GNFS.ZS,"Bahamas, The",BHS,..,..,..,..,148.793828892006,150.180201826045,129.075265039896,133.258443795402,129.75113915177,125.337388329215,124.584487534626,121.895056587134,124.061710865761,121.72295247725,117.126017580178,..,111.000326583932,110.120025268478,106.118618136001,101.461563203602,103.359961190168,104.401963792574,104.465441819773,105.856747021336,79.7348855718879,77.7261671656993,75.7027383336782,79.6449438925669,72.5008806383396,70.2779817050926,71.063540505226,76.0019833710461,81.3962709176308,87.5507143032777,88.0128155625079,87.4292228766863,76.5210439633098,78.6756024311196,88.3336891598687,84.2507345739471,86.7234844841186,84.766860152541,73.4670447827689,70.740989859601,72.4296583229139,76.2044420488594,72.5472872266867,57.9301480187182,72.9516487962776,83.1742334277275
Trade (% of GDP),NE.TRD.GNFS.ZS,Bahrain,BHR,..,..,..,..,..,..,..,210.498536389135,220.867369191951,198.54642540634,166.774850751812,167.388439523573,168.514119990062,161.402198265223,166.893883892768,151.999720322541,163.820943536425,184.828804694689,158.867796593681,159.291898335568,144.763045585989,136.473470897416,134.086732319169,144.333450490306,130.672449001883,113.001418957352,124.735737154328,135.809135327865,127.026266277537,131.133634216392,128.091582155216,140.737310039923,148.313525108923,147.104181068989,137.785050572304,145.882511145821,117.963725409489,120.472394522656,174.155268022181,185.884650580276,191.872554115951,175.567836938356,154.556997501564,139.554925140503,143.289169317584,150.806054558909,141.700834964514,140.218012418796,159.87298054363,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Bangladesh,BGD,18.3946565109774,14.0496210654104,10.9956261323865,22.3822749296616,19.4221981983695,21.0385149611892,21.9070635430834,23.377231112235,19.2471590909091,20.6069241937352,20.3168806212371,16.8117271749034,18.2221846249994,17.0187425082782,16.6877976312963,17.6780643099612,18.3251740190693,18.9665020125385,18.8898268850747,19.9340055024511,23.1215830698982,22.8658645545703,28.2094960764218,26.0760877233809,26.3255133900833,27.8800634028394,28.3879405571158,29.3217143619038,32.0980170730117,28.9673807211649,27.657884900158,26.8582341492431,34.396934864465,38.1119244325921,39.9423826531735,42.6209140325589,40.092796223023,37.8028426708321,47.4208498356898,48.1109227490467,46.2964027228174,44.5140801968096,42.0859963070382,31.3341501346142,29.9997306724343,32.5146317240884,31.5780544912404,26.271447376215,27.7240047036631,33.7799672705735
Trade (% of GDP),NE.TRD.GNFS.ZS,Barbados,BRB,..,..,110.790814348365,111.301817215983,110.699382625342,126.434355651677,141.556033523696,120.849705304519,109.446675591254,110.760358821017,118.881737731295,118.253968253968,108.652557319224,92.3417924831352,77.3424737456243,79.7120131651125,83.5390334572491,86.5035829009143,81.9758858267717,75.9223300970874,80.0819277108434,83.4203836376242,91.8995290423862,93.4160706773244,95.763184079602,88.0444758206848,88.1910055583628,90.5785259029253,86.3627434932067,83.4717527764365,90.0919146284468,92.0467411815938,97.616180128289,96.5197499437676,91.109097918343,94.4355414726054,88.4344835293629,86.8301504193347,86.5058526897471,86.9883571626168,91.8801205773311,89.468258850502,87.0853008370769,78.3959806941957,76.1579969737971,80.7528830157533,80.4631135665057,64.73912881609,69.8688030759052,76.4601470546112
Trade (% of GDP),NE.TRD.GNFS.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6073903002309,66.6666666666667,117.391304347826,150.964467005076,155.375709548699,103.718194772782,96.7748997857579,125.516179156558,122.957697735989,120.835117829629,141.609165955024,137.044930473063,131.002058282291,134.141852273225,142.136510387704,118.88435169233,124.295103889386,128.153877979073,129.599478545475,108.63564482836,115.917972989303,157.974255073313,153.085269313372,119.815965235724,110.651658620732,115.913691469247,125.209322899662,133.368006959943,139.393394375409,130.850132114123,118.933883690331,136.014450556595,120.024207576094
Trade (% of GDP),NE.TRD.GNFS.ZS,Belgium,BEL,94.1440940214668,105.271077601296,91.5237486786852,96.8157584257173,95.6775227443742,92.3126039376739,101.572970541061,103.055447784319,110.221352145195,117.925349546572,120.395562511556,128.230735025444,123.876986090012,112.327024533852,109.919099925859,116.422946593266,124.936932679633,121.467851074465,118.59013771799,115.069287501636,109.012736996759,113.232300033612,116.378567821327,119.212775757383,125.68894005618,124.709122626318,125.169990540949,142.230135067034,139.576839834619,136.085149488081,132.715552833888,136.918405348432,144.529050669983,149.567509299511,152.468446875303,161.088447790447,135.406040531897,149.997673074386,161.493723664633,160.746030229324,157.850845041743,158.783215919076,154.192546509323,157.66502598438,165.32583634966,166.494787097425,164.166215073989,155.335075364489,174.038993727527,193.033138661134
Trade (% of GDP),NE.TRD.GNFS.ZS,Belize,BLZ,..,..,..,..,..,..,..,102.341747670117,106.384682842812,97.9937787936475,94.2278520236552,109.383270281547,90.6217800303325,93.6906998730323,101.456893023097,107.296399310942,104.32560004067,79.5387632888175,79.3955065616049,80.5766979231248,75.9650953402781,81.1129656503587,77.5355409433284,79.7740947952406,85.652366215132,85.5135335903622,93.5850281975377,96.8896998883126,93.4748164897993,93.3686306091612,94.7177601941213,86.7526390287779,93.3868420920502,99.2715376919628,96.3494968769331,105.859628694106,89.9292733716488,95.3991461733427,107.664125328037,112.195519720512,109.394713895001,107.773632947903,103.994418450856,96.4572600628323,97.6798171423072,100.686512848596,102.201303476517,81.6254724466865,99.1470033287337,107.950684332309
Trade (% of GDP),NE.TRD.GNFS.ZS,Benin,BEN,41.6121426133332,43.8114045020463,47.9412279615522,44.0197577086964,50.9596855186593,51.0704526504407,54.5381681535616,53.1386195994861,59.8893720979652,57.8573353739462,45.3420118908271,50.5113034919755,60.3012179781571,49.2914176982042,46.2181352147978,45.8868280290306,38.3003673589405,45.7201821451396,51.3447168355486,56.7407458048553,55.3817991336605,64.4004792535565,63.800140010475,56.5177914456367,58.7116296113966,59.5936252981433,54.3917891538957,47.3481515012844,48.2571706392197,43.7684225364311,41.6162305574334,39.9029743365096,39.0959311879142,39.7746987128551,49.1137841529705,47.7753592695169,44.7026290629806,51.4308599492924,47.2170288118403,50.7367367791134,59.2001918331875,65.2682749404551,56.7563131849476,58.9869283378276,61.4765969588474,61.7951944903448,63.68133231423,44.8332333768726,48.0548608324409,50.93352007034
Trade (% of GDP),NE.TRD.GNFS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.595080341836,76.2704368073774,73.7823030616219,76.2701066974999,76.5167474588353,73.2954985174785,72.7499093828891,72.3924284503794,77.5552703807388,77.5601016506443,69.1958803841416,72.2026726568347,75.5111919039139
Trade (% of GDP),NE.TRD.GNFS.ZS,Bhutan,BTN,..,..,..,..,..,..,..,54.1148363607369,66.7818591595532,64.6804955605067,61.1156500891576,61.2472309470792,69.7536749504925,73.7685764327379,64.281960921325,80.4822195184224,68.8145422223671,61.2162874403668,75.9729858132023,91.7608375674865,78.7559933474217,72.1007793556435,83.8829086495551,84.629491433895,85.2114372285036,85.5831350923996,85.866205982457,74.0264971104432,71.0945747295588,70.2833172005966,72.8499006593611,89.0605518004294,97.7434135429344,108.157794891125,106.929022415,101.954235669521,101.559411565244,107.232685251158,104.879119403424,95.6761465897683,96.5691781095916,89.2910737224775,91.0075530243361,77.5279555384585,76.7883977156778,79.7397210202971,76.1235174194877,71.830355770384,77.5824514467004,85.9301691680158
Trade (% of GDP),NE.TRD.GNFS.ZS,Bolivia,BOL,56.0343463121241,62.0901346785323,58.154952408662,57.5630636398558,56.4190706244871,52.7033855482567,51.5707792927613,46.8130080420528,46.2197715067103,58.4682610783356,52.3558214304467,49.4747337472823,41.8927912142086,47.0313573966702,43.622656667762,41.9062518620817,45.6546855355393,46.7032725851148,48.444968874686,49.1108578783889,47.4671256895523,48.8608505020702,49.737987097898,49.8562913723023,50.4696628058748,52.2811629581228,44.1682564870165,45.5977750218555,45.2278224315522,49.3502603725957,51.967836443987,57.4642660901316,67.6419413613743,74.537848431547,76.0619114476148,82.8670208961798,68.6270739127592,75.5116262512877,82.4803954243518,84.9487611684942,81.2309075267174,85.2644695625131,67.9328451905248,56.4010345026573,56.7046527566598,57.1099646119643,56.3973067281247,45.5032626166675,59.0213965632554,67.7558987681252
Trade (% of GDP),NE.TRD.GNFS.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.847227683838,91.8796126648453,107.500043530726,100.630964756317,125.666609057011,121.820541564193,85.3577431341788,86.0357326558687,78.727479488695,80.5694572639365,81.8126836247759,84.3554628217984,79.8299477752016,83.551858889163,86.1628798430504,73.7474942255023,80.9682159626823,87.8363477136556,88.1451088628529,87.9312413116757,90.5522806874185,88.2919898407608,88.2440351685547,96.6458791411189,98.4320911961869,94.5161278874242,82.1112652572898,96.4859085777747,110.009814560228
Trade (% of GDP),NE.TRD.GNFS.ZS,Botswana,BWA,100.796695190322,105.698485212792,107.386255473063,116.707882534776,120.210387902696,120.584926884139,119.372942232864,119.501546297981,121.235392320534,123.836180087077,124.649064820936,118.773470717855,117.522808175582,117.459589590737,123.571753295954,114.451590222921,105.360864562126,104.847320396747,99.5583853464229,89.7512545868151,86.2082050096699,88.1806097283683,94.595171646002,90.955575275056,108.604415150755,101.841039320292,98.9290812021418,91.924729689918,87.5250655680957,91.8357740585774,85.8340425151264,90.9978228872631,88.5053520573505,86.612433913524,98.4965249407252,99.008222007989,88.4807886337378,94.6390020873926,98.9614677801469,111.875280620952,125.78303991122,119.497541791464,112.900891016005,100.464689766026,81.9239513763494,87.4551039946493,83.0929813601175,77.6632128124716,88.7551314233315,85.6083027804928
Trade (% of GDP),NE.TRD.GNFS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Brunei Darussalam,BRN,..,107.407690543536,113.485417268265,111.913768095333,110.722059241033,109.48541402428,109.199455478834,105.025773195876,106.856740202721,106.569503040929,107.25144327232,..,..,..,..,..,97.0192105593723,99.0753800344774,106.849100860047,105.781364636831,106.526982212843,99.4874259170271,115.543964232489,120.573963676695,115.67966826487,107.87610619469,104.219571630114,103.171625469555,108.718870678156,108.747969082215,105.258467568502,100.589570685232,97.4576166216243,96.9411493596989,95.7504672644039,105.913844072184,108.572636487672,95.3689459604066,99.5365403596103,105.641023977752,110.936878837404,102.420968814048,89.893790077624,87.3182670815342,85.1767490461377,93.8978590982859,108.509658357959,110.291003658452,147.123112375318,146.973965879597
Trade (% of GDP),NE.TRD.GNFS.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,66.3964173548912,70.1610468042275,67.4993968221142,74.0878629932986,78.3773116646511,85.9973677186588,83.5035643944016,83.4076531631779,91.4617513059035,94.578970772527,69.847060845197,82.6823876197494,100.049800796813,84.0414854466377,90.7201293759513,55.2627350026692,85.8207914540411,86.4637364673225,77.0452030341,90.0749616578503,77.7457041594489,79.0813687477668,75.2696110143524,79.0138853713575,93.063897964183,99.7142112127381,111.04746275381,123.532557660753,124.688747515359,92.6926456036375,103.380522321192,117.41810388629,123.971322714174,129.688682986482,130.267991439052,126.735524668559,122.853879612233,129.739743496115,128.901612634046,124.688701193655,110.328593685454,120.974653390581,138.182829385718
Trade (% of GDP),NE.TRD.GNFS.ZS,Burkina Faso,BFA,29.231336311371,32.7936788935997,37.4993707069501,35.2134956783333,38.4035337580082,35.2192484844596,37.5285780653351,40.213028682332,40.7115242526657,39.8197514428109,37.4582972460124,39.7187056640872,40.9475469828696,37.9617294229875,39.4399463300075,38.1296822765951,32.3947599439306,35.4226504401749,33.7962364263647,28.3740163771975,29.6250839534616,39.2292222386411,40.7474714183407,38.1802977691941,37.4164187803511,40.9397835752562,35.2548157814824,35.1229419704263,31.6581708148511,31.3125228527966,30.3682364077323,35.4809436017462,34.1721697681049,35.1065423554549,33.7797172895073,35.3853169801502,40.2959836735924,49.0732385398039,57.4972531038508,61.2386079818398,64.0358513024234,58.8235624937426,59.0891813101662,57.8931727994406,59.2687802020168,60.5956256236488,60.4086928817533,60.7397786462775,62.5929625003689,64.6334429258112
Trade (% of GDP),NE.TRD.GNFS.ZS,Burundi,BDI,24.3489043362581,25.2873351845382,27.2774163190328,30.379360630475,34.8870291528506,31.9340935865245,36.8847861616734,32.1014455985716,31.1810462057784,37.1194209891435,33.7933398239583,35.056316693605,31.8135215539913,34.0388589004453,35.4835346628137,38.5439533047301,32.6893093927341,35.6481395516768,38.4225604772107,38.2261314127976,36.5429966027968,38.7535235814749,40.2046264145201,21.5737222729,24.2753792298716,27.4400299850075,23.5397452788757,22.5537244890286,20.9640456147222,21.6738294069666,27.3763120796107,31.5761181816532,35.0999988412936,42.4,38.7999987731993,47.1999995814015,35.8000035591914,39.5000053977394,43.0000028373483,43.7053731916201,46.6040790867655,42.995025805263,22.8382834157721,23.0437252570449,22.2402931011977,26.5997024647774,29.0262099997889,26.773329999595,28.8186599995439,28.315320358729
Trade (% of GDP),NE.TRD.GNFS.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,84.0505820548006,92.1643874465166,102.115921882264,102.436767008033,100.473454957525,101.821285052255,93.0525241231483,83.8326188925635,76.2016248517583,81.43779264177,85.9515840306445,80.9539693096621,83.9398899681127,60.3064320023898,71.5634420456064,77.5155513809747,75.4899678573908,85.979346154719,81.8814137506275,80.9690199640443,87.5206083614917,92.1637224974152,101.089702293616,98.7683808076547,101.567169989502,104.343839857053,117.816697232822,94.2062075432498,90.9663882722365,80.4609561322904,85.5484498816191,90.5564501122747,90.649916554117,86.1698600308418,91.3038524117221,94.0085301423522,95.3781398609533,100.052133904219,105.867524052105,103.602656463726,78.3934545931901,77.4550586265341,95.9763214525829
Trade (% of GDP),NE.TRD.GNFS.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.7242577792075,64.4680319495873,77.7667280459137,69.161566797509,78.9346444583816,75.6194730009492,94.1768880770207,111.609534092388,114.141051675983,119.692936083507,123.080812208436,134.511417364904,136.831930063269,144.614453507342,138.268146867472,133.320259379496,105.138475374769,113.603718236298,113.581843529073,120.597437505889,130.046486673911,129.612232309913,127.864066995687,126.950028976291,124.787773547664,124.898612833123,123.556523773641,123.990741591277,129.11145154834,123.187132420469
Trade (% of GDP),NE.TRD.GNFS.ZS,Cameroon,CMR,44.6908940961693,48.2380132418624,48.2279939031791,50.0072160573699,52.865708956373,51.7772264377123,49.32094171691,55.0161390869062,50.2811784137007,62.125393518961,59.701190873731,64.4720202512472,65.0245883756553,46.0058070249231,37.3202952689502,31.9946088568334,38.4764837848263,37.496445441126,34.6387793556715,38.8625921730277,26.1588429586065,36.9611210051921,36.682272663701,45.1156121020442,48.4696352704455,42.2946538344074,37.2383798464814,47.9279442460149,51.5722691890366,48.4817227279603,40.2431925894529,41.8377424272557,44.9976813478478,47.1044341803567,53.2156908605178,56.9244171562734,42.1761073594765,47.2385853965951,51.521987603918,50.0360127271229,49.6745363462134,50.8323893087648,45.5401468279393,40.6386315268268,39.1990216052629,40.587602877028,43.3785132480415,33.7388313623871,36.7458684244446,41.2868909043029
Trade (% of GDP),NE.TRD.GNFS.ZS,Canada,CAN,44.2882822502655,48.084501970309,45.855654524918,44.2653442795685,45.7583788338602,48.844517999706,52.2380473828747,53.3179757243811,52.1025741262576,46.6158827969427,46.7088835933124,52.4766984280909,52.8419465348871,53.0651501053871,50.8663917985291,51.3657811368429,50.0666340073171,49.9944644220497,49.2234668475419,52.7380309449972,58.2507961453047,64.3915441455001,69.0617480799547,70.2600734560392,74.3366100816522,78.0811853628611,80.1150293129295,82.7653578503214,78.3442183943698,75.7070320779233,69.8400946170607,70.1924199909562,69.7591330167357,68.0521644769988,66.2834197482347,67.0236083618983,58.4743918224897,60.2081215044483,62.4987387708328,62.5955489395005,62.2310749013405,64.3786621564923,66.1649020669781,65.3636845215556,65.1010608504649,66.5998858508762,66.1714852804959,61.1567709632763,62.4241644131018,67.5588963664949
